instance,profile,policy,stream,K,decision,margin_sign,gamma_slope,gamma_delivery_route,gamma_best_found,gamma_lower_bound_l2,gamma_slope_over_delivery,gamma_slope_over_best,gamma_best_over_lower_bound,delta,R,chi,kappa,R_over_delta,zeta,B_align,B_kappa,nu,decision_slack_norm,D_align,best_search_starts,best_search_spread
CON8-0,moderate,SAA,search_sampled,6,certified_feasible,1.0,49283.88830773379,69325.37825350047,43831.56064237616,29575.990701324612,0.7109068792602697,1.12439273403572,1.4819980532524675,49283.8883077338,87745.42647700841,2.780407948518931,-0.9085140932559139,1.78040794851893,0.9002155513549082,2.8757354332179945,4.675605915281719,1.2762372380080753,0.2762372380076444,0.8385127515458674,9.0,33075.3763709054
CON8-0,moderate,SAA,search_sampled,6,certified_feasible,1.0,64558.13822097655,83811.02346401397,42752.25609215558,33324.27277185977,0.7702821842844569,1.5100521965862297,1.2829164010521827,60023.01944994929,85698.53280482178,2.2572142919608313,-0.6589619102869871,1.427761108823961,0.8848878985326465,2.2572142919608305,2.42166215238164,1.1116135276321746,0.11161352763184407,0.7684893502656428,9.0,48168.87990232114
CON8-0,moderate,SAA,search_sampled,7,ambiguous,1.0,65923.80720752815,86528.7353633023,45009.80558389168,36216.42080335298,0.7618718444310825,1.4646543425888798,1.2428010439873338,63488.323722780464,90033.7731833283,2.3287808063454407,-0.6814881025854058,1.4181154565752534,0.8400471854439101,2.3287808063454403,2.505833253500909,0.28742917551084984,-0.7125708244894855,0.7862409639537657,9.0,1334.7314876794771
CON8-0,moderate,SAA,search_sampled,9,certified_infeasible,-1.0,83726.94567557203,116213.74342245114,57691.67967510461,43621.66059997879,0.7204564899971801,1.451282856506989,1.3225466174740872,83726.94567557209,113590.62544141525,2.3566794360510896,-0.7379987013636828,1.3566794360510883,0.6672383509501616,2.574224585516187,2.7628879726833837,4.776707970043157,3.776707970042819,0.8038737628873884,9.0,1347.9614277269866
CON8-0,moderate,SAA,search_sampled,7,ambiguous,-1.0,52233.14873144528,78200.75680520076,48153.64935425565,35439.59482039009,0.6679366142396657,1.0847183844193753,1.3587528186566782,51861.80449464646,96234.45617752074,2.8352926114716617,-0.9239244683059373,1.8555940564593107,0.8946588573619212,2.835292611471662,5.127344518040153,0.22057954800133583,-0.7794204519990918,0.8457443351282542,9.0,42089.15026163874
CON8-0,moderate,SAA,search_sampled,9,certified_infeasible,-1.0,94039.29252733469,116213.74342245112,57691.67967510458,43623.10313311497,0.8091925254097564,1.6300321477364617,1.3225028833703014,83726.94567557207,113590.62544141526,2.0982460183825014,-0.7379987013636828,1.3566794360510888,0.6672383509501616,2.574224585516187,2.7628879726833837,4.273575776915894,3.273575776915591,0.8038737628873884,9.0,101266.53934249388
CON8-0,moderate,SAA,search_sampled,4,certified_feasible,1.0,47508.64620858686,72164.9893414403,43264.95516157977,33393.14707137406,0.6583337244575094,1.09808610759351,1.2956237718207824,47508.64620858688,86658.85343321635,2.8240648881624706,-0.9451742493334853,1.8240648881624695,0.9141261967411942,3.0120135140185282,6.039802040404103,3.950438344592044,2.9504383445916345,0.8475081181353197,9.0,32822.6449350718
CON8-0,moderate,SAA,search_sampled,6,certified_infeasible,-1.0,66971.18315045103,102459.23034494187,56240.1393436554,40668.7478474621,0.6536373826446298,1.1908075607925432,1.382883474912912,64815.864712694325,112555.83047178532,2.6484778503317377,-0.8488065089344675,1.7365475408020132,0.835890104200038,2.648477850331736,3.6370431227497466,1.3207639469733738,0.3207639469730208,0.7966589740432722,9.0,47826.907124720085
CON8-0,moderate,SAA,search_sampled,5,certified_feasible,1.0,56164.28960055542,81187.66933835369,44642.25634037257,34015.96050875205,0.6917834944428313,1.258097018491487,1.3123914677901412,51208.98718827807,89658.77381959761,2.5081375017780445,-0.8174777777707541,1.7508405993259097,0.9229556653122128,2.5081375017780423,3.310222024892917,1.9767514142269234,0.9767514142265555,0.7586418595585539,9.0,1436.6026784232163
CON8-0,moderate,SAA,search_sampled,6,certified_feasible,1.0,58460.30299326351,91760.12137344747,48607.17038774359,39417.217375576605,0.6370992335040667,1.2027094465059505,1.23314565623958,55149.93482077839,97415.5111565082,2.609727253635121,-0.8481860861572846,1.7663758166366093,0.8983099166474252,2.609727253635121,3.6296037040138285,1.4685922230717308,0.4685922230713708,0.7585785031620093,9.0,31179.850322802864
CON8-0,moderate,SAA,search_sampled,7,ambiguous,-1.0,61579.52620618388,89966.88577259517,55278.85889860747,41560.43098955124,0.6844687984625298,1.1139796919312879,1.3300838702203353,61579.52620618386,111203.02212957264,2.8058440683229144,-0.954065895315569,1.8058440683229153,0.8467602610203045,3.1074846075982996,6.598532649401252,0.7784659294827845,-0.22153407051758886,0.889909441652512,9.0,51602.357071968574
CON8-0,moderate,SAA,search_sampled,11,certified_infeasible,-1.0,89883.6390937252,142016.49065853597,80728.31568590619,60506.55611055193,0.6329098731910026,1.1134090725172578,1.3342077433461417,89883.63909372521,161502.12032682088,2.796791072938383,-0.9185168437382022,1.7967910729383825,0.7717215589704426,2.903741947757306,4.954286027830372,6.017337262167825,5.017337262167486,0.8662314723566644,9.0,83247.54959756447
CON8-0,moderate,SAA,search_sampled,3,certified_feasible,1.0,26488.197474136246,28639.84303963092,19127.795482669197,15620.966369854968,0.9248722989676552,1.3848013744258174,1.2244950171316953,26488.197474136254,39539.21619294236,2.492710715085444,-0.883685357864673,1.4927107150854433,0.9998746857110794,3.245199728406212,4.146654042064782,18.01513033609163,17.015130336091065,0.873921788757509,9.0,598.7716530647122
CON8-0,moderate,SAA,search_sampled,9,certified_infeasible,-1.0,72745.55573327944,101790.5533961097,56471.168049042855,42436.45199491599,0.7146592027080941,1.288189322914358,1.3307231258590673,72745.55573327943,113021.99275278258,2.5536618232346195,-0.8059874575330787,1.55366182323462,0.7703180017286778,2.677846189387329,3.210702708015849,3.5474425658470197,2.5474425658466604,0.8700754650260505,9.0,1805.3549836196325
CON8-0,moderate,SAA,search_sampled,9,certified_infeasible,-1.0,82696.01317270161,123489.69217236248,73274.71160909967,56229.43026774167,0.6696592380947674,1.1285750753119572,1.3031380766298948,73686.5877354099,145871.53342701052,2.655002493335407,-0.9242721087998271,1.97962122972499,0.8490614190231236,2.655002493335405,5.139099972708431,3.879866231692267,2.8798662316919383,0.886838813747944,9.0,78013.58620790174
CON8-0,moderate,SAA,search_sampled,7,certified_infeasible,-1.0,70793.76841120995,106952.63966657038,60059.704646591716,45944.005310452485,0.6619169814967885,1.1787232192995372,1.3072370212556945,68941.72364175512,120154.66642581671,2.6710880676558117,-0.855801100664415,1.7428439568784448,0.8054671309155759,2.6710880676558117,3.724208826906227,2.066933234661875,1.0669332346615283,0.8252321488353667,9.0,59253.08591399402
CON8-0,moderate,SAA,search_sampled,8,certified_infeasible,-1.0,65175.406582852636,101431.53752388949,60285.3980592862,49058.381344962545,0.6425556407197546,1.0811143109440444,1.2288501252289377,60658.515411041575,120232.74401289917,2.7754527191784706,-0.9520957411246997,1.9821247387636096,0.8624599039875371,2.775452719178471,6.461419455674448,2.6976923408594997,1.6976923408591182,0.8899279388112327,9.0,64212.66534760284
CON8-0,moderate,SAA,search_sampled,7,ambiguous,1.0,62023.9737296004,96845.91393920443,51215.56108938717,40874.152015135434,0.6404397584449076,1.2110376692222344,1.253006082436215,57296.44288931206,102836.94610111504,2.581798284781693,-0.849543589008161,1.7948225215268643,0.870217919600618,2.5817982847816916,3.645941104362021,0.43249066781835055,-0.5675093321820031,0.7763151896037846,9.0,33924.01869951789
CON8-0,moderate,SAA,search_sampled,12,certified_infeasible,-1.0,91619.01614005382,144145.09673878088,82478.13097167379,59744.395761784974,0.6356027240113856,1.110827986287897,1.3805166144877186,91619.01614005386,165037.9581098414,2.801350473547494,-0.9214977352439688,1.8013504735474926,0.7716249926913794,2.9127326627386854,5.047471840996892,6.206211450006657,5.206211450006321,0.8707599494685884,9.0,85844.45564987612
CON8-0,moderate,SAA,search_sampled,7,certified_infeasible,-1.0,65055.69301212819,92534.45081310668,59021.29500210065,45395.37175771373,0.7030429471454066,1.1022410302893688,1.3001610674566524,65055.69301212827,118728.10128503166,2.8250224659492527,-0.9515071543537582,1.8250224659492489,0.8435683276173292,3.0504473554989207,6.422086677014155,2.1802906126803423,1.1802906126799675,0.9078841674940371,9.0,2089.764367120013
CON8-0,moderate,SAA,search_sampled,8,certified_infeasible,-1.0,70318.89572448716,99140.58759644967,60750.61559062332,43156.61212838205,0.7092846373951223,1.157500957658455,1.407678049655583,70318.89572448719,121668.39240474204,2.7302375293469443,-0.8891462307800763,1.7302375293469434,0.8741413548089388,2.851349450107391,4.24756237933618,2.012589420559972,1.0125894205596244,0.8615069371539,9.0,54137.87363501135
CON8-0,moderate,SAA,search_sampled,13,certified_infeasible,-1.0,104386.14227657935,165515.04464220974,88257.85620331683,62539.468713601185,0.6306746465388001,1.1827405147492853,1.411234505484732,101667.94079759276,176558.06132921405,2.6653538109457573,-0.8527061341995708,1.736614904797939,0.7870245825536445,2.6653538109457555,3.684874214521765,6.445811184461631,5.445811184461319,0.8109345299377115,9.0,83339.68094119144
CON8-0,moderate,SAA,search_sampled,11,certified_infeasible,-1.0,91181.56648804239,145991.44866758186,77839.43030250585,50781.48085797219,0.6245678587357543,1.1714058817450905,1.5328310436674837,78228.80146231312,156373.10440284567,2.5729093598751085,-0.909769985154916,1.9989198540665196,0.7631840975713351,2.5729093598751085,4.708032838919934,6.117600989882505,5.1176009898821695,0.877668971025668,9.0,80275.00408451469
CON8-0,moderate,SAA,search_sampled,7,certified_infeasible,-1.0,52189.48394146495,75056.22123290246,48026.46466454301,31766.73917308689,0.6953385486796476,1.0866817765163426,1.5118474830816606,52189.483941464976,95940.33653060537,2.8383078215184283,-0.9252341833581107,1.8383078215184263,0.8217950345464516,2.870574770078294,5.172058842084233,1.3425928976715888,0.3425928976711449,0.8877793710398008,9.0,3271.3982248081084
CON8-0,moderate,SAA,search_sampled,8,certified_infeasible,-1.0,60987.5543899548,91252.72970725088,59698.41837911735,46371.482159881416,0.668336767410792,1.0215941401102242,1.2873950885004453,59549.27020308923,118982.18022880581,2.927342344150478,-0.9867887779273122,1.9980459848294394,0.7644565471981667,2.9273423441504764,12.303920077044785,5.387237244490196,4.387237244489754,0.9378868423007121,9.0,2172.110356588819
CON8-0,moderate,SAA,search_sampled,12,certified_infeasible,-1.0,105455.4030541804,154814.31306378843,82555.45839437025,58677.163671109396,0.6811734714136503,1.2773886197859423,1.4069435744559973,90522.4038642499,165262.25271896124,2.42552443189464,-0.8150126817263146,1.8256502883727375,0.7095909898057525,2.4255244318946385,3.288092447196732,6.452377433851339,5.452377433851031,0.9040873862463995,9.0,124555.11890565313
CON8-0,moderate,SAA,search_sampled,13,certified_infeasible,-1.0,104386.14227657935,165515.04464220974,88257.85620331683,55948.34111895031,0.6306746465388001,1.1827405147492853,1.5774883479686037,101667.94079759276,176558.06132921408,2.6653538109457573,-0.8527061341995708,1.7366149047979393,0.7870245825536446,2.6653538109457546,3.684874214521765,5.901408294483849,4.901408294483545,0.8109345299377115,9.0,73225.15012270585
CON8-0,moderate,SAA,search_sampled,9,certified_infeasible,-1.0,110380.8955125034,150508.08957008063,93622.02090031936,60691.86518832041,0.7333884565793194,1.1790056917274563,1.5425793985704703,88652.7393257626,183061.67960133386,2.4616073068216595,-0.8992263743143124,2.064929758443865,0.9064390839368802,2.4616073068216586,4.454936886994794,4.778840940797704,3.7788409407974286,0.9257085983312894,9.0,2541.584012594554
CON8-0,moderate,SAA,search_sampled,12,certified_infeasible,-1.0,108453.2349645497,171374.56591516337,96670.37321297576,63306.192863886274,0.6328432365992862,1.1218869997079144,1.5270286971896307,91917.11532666386,193253.95878498722,2.6294381555779816,-0.9579767151657727,2.102480676185091,0.8334107135257157,2.6294381555779798,6.8987435238842085,5.808853182748479,4.808853182748185,0.8916784913998642,9.0,93749.04514120125
CON8-0,moderate,SAA,search_sampled,12,certified_infeasible,-1.0,93731.6447025792,132211.30854064377,72531.94340813867,46450.95172587778,0.7089533091926449,1.2922808944350133,1.561473784997417,93731.6447025792,145067.95216305694,2.547694512598957,-0.778906798377015,1.5476945125989572,0.7088635857939666,2.5678819869826874,3.007650051514841,6.902037071518707,5.902037071518366,0.858080439791213,9.0,104920.20191923581
CON8-0,moderate,SAA,search_sampled,11,certified_infeasible,-1.0,122831.73376971275,173403.66117907802,105839.31873607833,68792.85241326943,0.7083572107676639,1.1605491724300194,1.5385220269724276,92159.9481979563,207964.87591885464,2.443381811083857,-0.9562545465941725,2.2565645921605064,0.8847841860543024,2.443381811083857,6.761585386210464,5.400666924269665,4.4006669242694,0.9202349798071153,9.0,106763.11310967788
CON8-0,moderate,SAA,search_sampled,12,certified_infeasible,-1.0,98079.28530352029,154901.52521256232,85707.35698943638,58338.97872888519,0.6331718501088469,1.1443508322816298,1.469126797500834,86596.88357977432,171470.3274582491,2.6312101504349035,-0.9186450964639401,1.980098132518685,0.7649156778310461,2.6312101504349026,4.958189606077355,6.667110023471388,5.667110023471061,0.8889528362307639,9.0,85181.05175141923
CON8-0,moderate,SAA,search_sampled,9,certified_infeasible,-1.0,68730.92152320963,102310.17259041998,66558.77702528318,39976.81276172568,0.6717897134076909,1.0326349821166536,1.6649345564888909,65145.92149338198,132216.98676938936,2.8715300753842534,-0.9869150484616028,2.029551255681002,0.7611465001371088,2.8715300753842525,12.363144308683015,6.956566104077251,5.956566104076827,0.941554705415992,9.0,4522.463154212281
CON8-0,moderate,SAA,search_sampled,11,certified_infeasible,-1.0,91735.65820982335,140924.5361324749,83274.38332083407,62006.82123288623,0.6509558997135036,1.1016071755991304,1.3429874595259574,78284.68471328211,165263.22213656633,2.6548880947994173,-0.9671435823059711,2.111054323611871,0.7732827658742469,2.6548880947994173,7.801981072100033,7.242461060931521,6.242461060931169,0.9241870334698602,9.0,2996.6925987971044
CON8-0,moderate,SAA,search_sampled,9,certified_infeasible,-1.0,110380.89551250338,150508.0895700806,93622.0209003193,57671.099259278206,0.7333884565793195,1.179005691727457,1.6233784703740888,88652.7393257626,183061.6796013339,2.4616073068216595,-0.8992263743143124,2.064929758443865,0.9064390839368803,2.4616073068216577,4.454936886994794,4.635131587107557,3.6351315871072822,0.9257085983312894,9.0,87685.72789603038
CON8-0,moderate,SAA,search_sampled,11,certified_infeasible,-1.0,91735.6582098233,140924.53613247492,83274.38332083411,54828.19196135662,0.6509558997135032,1.1016071755991292,1.5188241731466652,78284.68471328213,165263.22213656633,2.6548880947994187,-0.9671435823059711,2.1110543236118704,0.7732827658742469,2.6548880947994173,7.801981072100033,6.652048266644483,5.65204826664414,0.9241870334698602,9.0,92347.26400686856
CON8-0,moderate,SAA,search_sampled,10,certified_infeasible,-1.0,108352.39707084205,153251.073980095,89347.92675602068,56388.33981757287,0.7070253686112202,1.2127018611938947,1.5845106815536405,88391.19534089584,176843.6092755317,2.4478905108394966,-0.8747262590936753,2.000692587010549,0.8909865917484456,2.4478905108394944,3.99562732606794,6.168761929815543,5.168761929815243,0.9118732139753344,9.0,3568.5624578753195
CON8-0,moderate,SAA,search_sampled,12,certified_infeasible,-1.0,108453.23496454972,171374.56591516334,96670.37321297576,60907.32652231078,0.6328432365992864,1.1218869997079144,1.5871715068229881,91917.11532666386,193253.9587849872,2.6294381555779816,-0.9579767151657729,2.1024806761850905,0.8334107135257157,2.6294381555779816,6.898743523884226,6.073199720839012,5.073199720838714,0.8916784913998642,9.0,100346.36756099104
CON8-0,moderate,SAA,search_sampled,6,certified_feasible,1.0,64558.13822097655,83811.02346401397,42752.25609215558,33324.27277185977,0.7702821842844569,1.5100521965862297,1.2829164010521827,60023.01944994929,85698.53280482178,2.2572142919608313,-0.6589619102869871,1.427761108823961,0.8848878985326465,2.2572142919608305,2.42166215238164,1.1116135276321746,0.11161352763184407,0.7684893502656428,9.0,48168.87990232114
CON8-0,moderate,SAA,search_sampled,7,certified_infeasible,-1.0,81660.16083543371,109927.87036346667,66752.60564976276,46875.11278443172,0.7428522044994749,1.2233254423638207,1.4240521608287797,65156.364158004864,131448.48296630476,2.4075980883814214,-0.8672612312938335,2.017431215890758,0.945614103074833,2.407598088381422,3.881647604843743,1.7770695823350562,0.7770695823347542,0.8919936056748837,9.0,2022.4629556311556
CON8-0,moderate,SAA,search_sampled,3,certified_feasible,1.0,24643.753086025976,32319.32275510309,21638.503335955404,17604.172653545265,0.7625083382087524,1.138884362906788,1.2291690022477526,24643.753086025998,42938.46131347649,2.7423669667354518,-0.8792883024882638,1.7423669667354493,0.9936633532657483,2.781933606877304,4.070430269141558,16.892350063880386,15.892350063879743,0.9185664128066793,9.0,1065.4651124928787
CON8-0,moderate,SAA,search_sampled,3,certified_feasible,1.0,24643.753086025976,32319.32275510309,21638.503335955404,17604.172653545265,0.7625083382087524,1.138884362906788,1.2291690022477526,24643.753086025998,42938.46131347649,2.7423669667354518,-0.8792883024882638,1.7423669667354493,0.9936633532657483,2.781933606877304,4.070430269141558,16.892350063880386,15.892350063879743,0.9185664128066793,9.0,1065.4651124928787
CON8-0,moderate,SAA,search_sampled,3,certified_feasible,1.0,24643.753086025976,32319.32275510309,21638.503335955404,17604.172653545265,0.7625083382087524,1.138884362906788,1.2291690022477526,24643.753086025998,42938.46131347649,2.7423669667354518,-0.8792883024882638,1.7423669667354493,0.9936633532657483,2.781933606877304,4.070430269141558,16.892350063880386,15.892350063879743,0.9185664128066793,9.0,4498.696744952409
CON8-0,moderate,SAA,search_sampled,3,certified_feasible,1.0,31256.645743648518,34926.474192934096,24733.587512107344,20255.056028658593,0.8949270278753756,1.2637327976925332,1.2211068425143894,31256.64574364852,50207.407526646326,2.6062954399657134,-0.8850883051585451,1.6062954399657128,0.9827505513975396,3.0364147277736766,4.171890325422322,12.595070834156024,11.595070834155502,0.9132908017067736,9.0,650.8953288165212
CON8-0,moderate,SAA,search_sampled,3,certified_feasible,1.0,31256.645743648518,34926.474192934096,24733.587512107344,20255.056028658593,0.8949270278753756,1.2637327976925332,1.2211068425143894,31256.64574364852,50207.407526646326,2.6062954399657134,-0.8850883051585451,1.6062954399657128,0.9827505513975396,3.0364147277736766,4.171890325422322,12.595070834156024,11.595070834155502,0.9132908017067736,9.0,650.8953288165212
CON8-0,moderate,SAA,search_sampled,7,certified_infeasible,-1.0,65936.12305802204,89565.641242799,46844.092635145826,36614.21602664652,0.736176530900718,1.4075653801553623,1.2793963033662763,60761.71694066843,93933.20055995078,2.346133050080785,-0.7155321249447846,1.5459273583673265,0.8174387284202922,2.346133050080783,2.6515412236763067,1.0727476833672047,0.07274768336685013,0.8376915999205385,9.0,62697.06388333157
CON8-0,moderate,SAA,search_sampled,8,certified_infeasible,-1.0,64572.701796742425,104270.92813948226,61150.193990329935,43648.85266895075,0.6192780955240382,1.0559688789696025,1.4009576483972195,64572.701796742454,122325.86403293036,2.8943897441054807,-0.9534190361686062,1.8943897441054793,0.8482679558873082,2.9291331838429544,6.552556321965289,2.6087357681399728,1.6087357681395895,0.8887229325217134,9.0,60878.91216616634
CON8-0,moderate,SAA,search_sampled,5,certified_feasible,1.0,37595.27551247631,49301.7070429987,32571.696089652047,22210.63017706938,0.76255524944983,1.1542314348321654,1.4664913075397386,33169.98152531289,63906.82151295918,2.582154318992989,-0.8894579578777135,1.926646279986324,0.9751734819938831,2.582154318992989,4.253547197911919,8.959863556034806,7.959863556034348,0.8845882661713668,9.0,1530.9497744452601
CON8-0,moderate,SAA,search_sampled,7,certified_infeasible,-1.0,88873.0921376888,119273.31198259031,71274.23685679032,45267.224087231494,0.7451213574974855,1.2469174845920759,1.5745219260505663,72019.10838444579,140789.91508840155,2.3945270537357675,-0.8437308249540386,1.9548966690458005,0.971004217241067,2.3945270537357666,3.577489255467115,1.165347175558723,0.16534717555845108,0.8830890141390603,9.0,56453.287079967704
CON8-0,moderate,SAA,search_sampled,6,certified_feasible,1.0,55782.10558558146,77661.35668922927,49421.36593693127,38931.99421381085,0.718273642949606,1.1287042461911596,1.2694280612884554,55782.10558558147,99666.91666297843,2.7867184398421183,-0.957919891540205,1.786718439842118,0.9232043358983407,3.177212107192818,6.894084029616692,1.7302687319737355,0.7302687319733616,0.8605600149057945,9.0,34329.67946451475
CON8-0,moderate,SAA,search_sampled,8,certified_infeasible,-1.0,73018.64264681036,107108.4465705137,59520.46078778214,42545.171297941095,0.6817262782234389,1.2267822137190008,1.398994503300132,64906.78065247093,119408.29946685632,2.5242194792753874,-0.8476656629543974,1.8396891398173294,0.8878923771598749,2.5242194792753874,3.623398451535526,1.658308328506572,0.6583083285062408,0.8194521647163181,9.0,50835.12358376202
CON8-0,moderate,SAA,search_sampled,6,ambiguous,1.0,62317.13658074428,81221.90134172078,54314.68586961009,37375.648900183754,0.7672454787602245,1.1473349349814004,1.453210511867342,59266.20561873342,107205.01251663861,2.6713553810303106,-0.875244920765787,1.8088725505105097,0.9806082218024231,2.67135538103031,4.003924500344957,0.21340115087838463,-0.7865988491219705,0.8727851883335704,9.0,3247.6175512357077
CON8-0,moderate,SAA,search_sampled,8,certified_infeasible,-1.0,70609.97631601557,109630.01180373976,56800.84114210885,44065.137793554226,0.6440752413893919,1.243114976754621,1.2890199369901343,62541.49367278781,114337.35465183713,2.5050121463432036,-0.8389726869920534,1.8281839453665947,0.780478239467786,2.5050121463432027,3.52423796047065,2.1070948366502513,1.1070948366499036,0.8298935874324279,9.0,1706.058607247418
CON8-0,moderate,SAA,search_sampled,8,certified_infeasible,-1.0,67214.30035757199,105802.6669929579,63412.28583992021,47058.577819978054,0.6352798305362728,1.0599570645860283,1.3475181099289282,64972.83653446664,126630.57288013378,2.850634588105408,-0.9564824317184984,1.9489771362061297,0.8651148249954861,2.8506345881054056,6.779266208226998,1.448364616222084,0.44836461622173024,0.8843258169421336,9.0,51891.99295511354
CON8-0,moderate,SAA,search_sampled,6,certified_feasible,1.0,68352.69582441455,91800.82246665697,49234.00054765802,30658.246918853438,0.7445760722812802,1.3883230097917765,1.605897449973936,45026.941752554114,99234.85805722508,2.110550258037534,-0.8060095257787555,2.2038995808902806,0.9418151533383545,2.1105502580375335,3.2108853266765354,1.792407915563693,0.7924079155633905,0.8925016051974665,9.0,43103.75271560708
CON8-0,moderate,SAA,search_sampled,8,ambiguous,1.0,59191.9111345894,85603.33221138034,48224.34821321591,39479.81900691245,0.6914673717189745,1.2274279140670235,1.221493649825811,55938.19448573985,96535.49208935052,2.5759209941439245,-0.8281912490764303,1.725752734367571,0.854154610548314,2.5759209941439245,3.4118690761202184,0.47058571425266194,-0.5294142857477078,0.8061388133387257,9.0,41530.674521747525
CON8-0,moderate,SAA,search_sampled,8,ambiguous,1.0,59191.9111345894,85603.33221138034,48224.34821321594,38879.80845973473,0.6914673717189745,1.2274279140670228,1.2403442846987978,55938.19448573985,96535.49208935052,2.5759209941439245,-0.8281912490764302,1.725752734367571,0.8541546105483141,2.5759209941439236,3.4118690761202175,0.47058571425266194,-0.5294142857477078,0.8061388133387257,9.0,45524.94495763065
CON8-0,moderate,SAA,search_sampled,8,ambiguous,1.0,60010.68874876455,87093.82439621094,48265.27843003005,40632.73102324503,0.689034947825478,1.243351135656697,1.1878423432187861,55938.19448573985,96535.4920893505,2.5407754810717673,-0.8281912490764305,1.7257527343675707,0.8541546105483139,2.575920994143924,3.411869076120221,0.08421325525050793,-0.9157867447498622,0.8061388133387256,9.0,43078.28772772462
CON8-0,moderate,SAA,search_sampled,6,certified_feasible,1.0,58735.43995023164,75077.54017130495,39135.43239280601,27591.01092104078,0.7823303722553319,1.500825118289189,1.4184124135502953,55162.08991121473,78422.23044216487,2.274339316544998,-0.663793104166581,1.4216689499688668,0.8796298299818525,2.2743393165449968,2.438999377086302,2.2884137283751897,1.2884137283748431,0.7774632360993817,9.0,44345.08228399885
CON8-0,moderate,SAA,search_sampled,6,certified_feasible,1.0,63256.21303177972,85212.35212412606,44816.98057482354,27156.15727149987,0.7423361925233146,1.4114340640635357,1.6503432399052473,39665.987785700345,91207.27569756389,2.0689392742735633,-0.8141364629854627,2.299382437929461,0.9472722531192926,2.0689392742735615,3.2803327438004812,3.034537658417265,2.034537658416955,0.8854445733476499,9.0,39093.71535794466
CON8-0,moderate,SAA,search_sampled,8,ambiguous,1.0,62503.19773251658,96638.51773860886,51567.40061501836,40703.533746252986,0.6467731417567615,1.21206803110245,1.2669023023035553,58842.7371252962,103367.46084322383,2.5952303858548347,-0.8418230460755824,1.7566732258412683,0.8267400597672444,2.5952303858548347,3.555849684574342,0.0025658608046767,-0.9974341391956805,0.7923958817713779,9.0,38277.714117581876
CON8-0,moderate,SAA,search_sampled,8,ambiguous,-1.0,60056.93294950486,92035.64614612899,50595.726945205686,40552.99344500998,0.6525399175679156,1.18699614721507,1.2476446902449678,57455.139875665474,101303.89733882487,2.6434756058550812,-0.8553266869955202,1.763182503045843,0.8392208084334388,2.6434756058550803,3.7180975878856954,0.5793239493112872,-0.42067605068909225,0.8125990600112534,9.0,1682.9858086039094
CON8-0,moderate,SAA,search_sampled,6,certified_feasible,1.0,63441.71224249758,87580.703534221,44291.56322157707,31760.88532685883,0.7243800253066999,1.432365616113349,1.394531757089327,39169.19206802849,90866.7411703781,2.0496914197612033,-0.8100383416154658,2.3198523220127196,0.8739101275360365,2.049691419761202,3.2447558317136553,2.038187001013839,1.038187001013516,0.8969712755232075,9.0,1480.384927587933
CON8-0,moderate,SAA,search_sampled,8,ambiguous,-1.0,65581.80827177702,96945.06441812262,59043.95469219673,42955.59483397781,0.6764842404861753,1.1107285854015523,1.3745346775059217,65581.80827177704,118496.13582288526,2.806844595254624,-0.9490339115351766,1.8068445952546228,0.8936289969725484,3.0713544286843,6.264325932756737,0.6893750439329541,-0.3106249560673967,0.8596963560380311,9.0,50988.98880942055
CON8-0,moderate,SAA,search_sampled,8,ambiguous,-1.0,65581.80827177703,96945.06441812261,59043.95469219669,45182.62026848938,0.6764842404861755,1.1107285854015532,1.3067846517386308,65581.80827177706,118496.13582288525,2.8068445952546237,-0.9490339115351765,1.8068445952546222,0.8936289969725483,3.0713544286843,6.26432593275673,0.689375043932954,-0.3106249560673968,0.859696356038031,9.0,45267.954104800425
CON8-0,moderate,SAA,search_sampled,8,certified_infeasible,-1.0,64360.41354216336,99327.78459585884,58832.02177036808,45116.58627060297,0.6479598211520633,1.0939690937934037,1.3039998509085295,64294.67214195594,117624.96967574523,2.8265766455730303,-0.9141742196670691,1.82946682449895,0.8256962600346632,2.8265766455730286,4.827320317659274,1.5773272096525006,0.5773272096521308,0.8660211763119067,9.0,54261.76663511428
CON8-0,moderate,SAA,search_sampled,7,certified_infeasible,-1.0,67715.58897869875,89460.66939763204,48478.628502101885,38412.651907234,0.7569313915785559,1.396813215864034,1.2620484682801143,66408.93597517355,96936.42641019695,2.4122268571975933,-0.7162326547812298,1.4596894979078698,0.7280794410725893,2.412226857197593,2.6548121052667333,1.7185837849924954,0.7185837849921403,0.8623602440664815,9.0,74035.2421719582
CON8-0,moderate,SAA,search_sampled,5,ambiguous,-1.0,57937.41001870084,72661.49544479155,50608.78892056171,35027.80206071619,0.7973605506471013,1.1448092565432169,1.4448177145924797,57937.41001870086,102054.46953436628,2.7614606780217743,-0.928633001733058,1.761460678021773,0.9069151705604543,3.0288303246862576,5.293784799527938,0.31322627685771165,-0.686773723142677,0.9305765430343194,9.0,2042.6362273648701
CON8-0,moderate,SAA,search_sampled,7,certified_infeasible,-1.0,64518.7920948448,88131.91352713305,56923.85886529374,38741.73862035231,0.7320707052954375,1.1334226698777385,1.4693160630480782,64518.79209484479,114324.23270719803,2.771952465246676,-0.9222506831547421,1.7719524652466767,0.8546666254936383,2.9693769966659915,5.071853575521844,2.610369539002021,1.6103695390016373,0.8754480065693037,9.0,3420.8894971208574
